image_id,dataset,species,split,width,height,aspect_ratio,area
1796,LynxID2025,lynx,train,1223,1223,1.0,1495729
1797,LynxID2025,lynx,train,2591,2591,1.0,6713281
1798,LynxID2025,lynx,train,810,810,1.0,656100
1799,LynxID2025,lynx,train,5795,5795,1.0,33582025
1800,LynxID2025,lynx,train,1469,1469,1.0,2157961
1801,LynxID2025,lynx,train,739,739,1.0,546121
1802,LynxID2025,lynx,train,1441,1441,1.0,2076481
1803,LynxID2025,lynx,train,991,991,1.0,982081
1804,LynxID2025,lynx,test,2231,2231,1.0,4977361
1805,LynxID2025,lynx,train,611,611,1.0,373321
1806,LynxID2025,lynx,test,2519,2519,1.0,6345361
1807,LynxID2025,lynx,train,505,505,1.0,255025
1808,LynxID2025,lynx,train,775,775,1.0,600625
1809,LynxID2025,lynx,train,767,767,1.0,588289
1810,LynxID2025,lynx,train,1099,1099,1.0,1207801
1811,LynxID2025,lynx,train,1423,1423,1.0,2024929
1812,LynxID2025,lynx,test,2509,2509,1.0,6295081
1813,LynxID2025,lynx,train,757,757,1.0,573049
1814,LynxID2025,lynx,train,1105,1105,1.0,1221025
1815,LynxID2025,lynx,train,2449,2449,1.0,5997601
1816,LynxID2025,lynx,train,1241,1241,1.0,1540081
1817,LynxID2025,lynx,train,1009,1009,1.0,1018081
1818,LynxID2025,lynx,test,990,990,1.0,980100
1819,LynxID2025,lynx,train,1440,1440,1.0,2073600
1820,LynxID2025,lynx,test,842,842,1.0,708964
1821,LynxID2025,lynx,train,1105,1105,1.0,1221025
1822,LynxID2025,lynx,train,667,667,1.0,444889
1823,LynxID2025,lynx,test,985,985,1.0,970225
1824,LynxID2025,lynx,train,1628,1628,1.0,2650384
1825,LynxID2025,lynx,train,799,799,1.0,638401
1826,LynxID2025,lynx,train,1026,1026,1.0,1052676
1827,LynxID2025,lynx,train,775,775,1.0,600625
1828,LynxID2025,lynx,train,739,739,1.0,546121
1829,LynxID2025,lynx,test,701,701,1.0,491401
1830,LynxID2025,lynx,train,773,773,1.0,597529
1831,LynxID2025,lynx,train,829,829,1.0,687241
1832,LynxID2025,lynx,train,1710,1710,1.0,2924100
1833,LynxID2025,lynx,train,799,799,1.0,638401
1834,LynxID2025,lynx,test,1422,1422,1.0,2022084
1835,LynxID2025,lynx,test,1206,1206,1.0,1454436
1836,LynxID2025,lynx,test,1620,1620,1.0,2624400
1837,LynxID2025,lynx,train,757,757,1.0,573049
1838,LynxID2025,lynx,train,244,244,1.0,59536
1839,LynxID2025,lynx,train,630,630,1.0,396900
1840,LynxID2025,lynx,test,523,523,1.0,273529
1841,LynxID2025,lynx,train,511,511,1.0,261121
1842,LynxID2025,lynx,train,2195,2195,1.0,4818025
1843,LynxID2025,lynx,test,673,673,1.0,452929
1844,LynxID2025,lynx,train,432,432,1.0,186624
1845,LynxID2025,lynx,train,1357,1357,1.0,1841449
1846,LynxID2025,lynx,train,1405,1405,1.0,1974025
1847,LynxID2025,lynx,train,815,815,1.0,664225
1848,LynxID2025,lynx,train,1321,1321,1.0,1745041
1849,LynxID2025,lynx,train,3150,3150,1.0,9922500
1850,LynxID2025,lynx,train,1393,1393,1.0,1940449
1851,LynxID2025,lynx,train,807,807,1.0,651249
1852,LynxID2025,lynx,train,991,991,1.0,982081
1853,LynxID2025,lynx,train,1062,1062,1.0,1127844
1854,LynxID2025,lynx,test,1530,1530,1.0,2340900
1855,LynxID2025,lynx,train,1962,1962,1.0,3849444
1856,LynxID2025,lynx,train,547,547,1.0,299209
1857,LynxID2025,lynx,train,728,728,1.0,529984
1858,LynxID2025,lynx,train,583,583,1.0,339889
1859,LynxID2025,lynx,train,1429,1429,1.0,2042041
1860,LynxID2025,lynx,train,2016,2016,1.0,4064256
1861,LynxID2025,lynx,test,2681,2681,1.0,7187761
1862,LynxID2025,lynx,train,2142,2142,1.0,4588164
1863,LynxID2025,lynx,train,1375,1375,1.0,1890625
1864,LynxID2025,lynx,train,900,900,1.0,810000
1865,LynxID2025,lynx,train,1350,1350,1.0,1822500
1866,LynxID2025,lynx,train,539,539,1.0,290521
1867,LynxID2025,lynx,test,2224,2224,1.0,4946176
1868,LynxID2025,lynx,train,810,810,1.0,656100
1869,LynxID2025,lynx,test,719,719,1.0,516961
1870,LynxID2025,lynx,test,1151,1151,1.0,1324801
1871,LynxID2025,lynx,test,835,835,1.0,697225
1872,LynxID2025,lynx,train,1134,1134,1.0,1285956
1873,LynxID2025,lynx,test,624,624,1.0,389376
1874,LynxID2025,lynx,test,792,792,1.0,627264
1875,LynxID2025,lynx,train,793,793,1.0,628849
1876,LynxID2025,lynx,train,865,865,1.0,748225
1877,LynxID2025,lynx,train,755,755,1.0,570025
1878,LynxID2025,lynx,test,647,647,1.0,418609
1879,LynxID2025,lynx,train,1369,1369,1.0,1874161
1880,LynxID2025,lynx,train,810,810,1.0,656100
1881,LynxID2025,lynx,train,1423,1423,1.0,2024929
1882,LynxID2025,lynx,train,1288,1288,1.0,1658944
1883,LynxID2025,lynx,train,512,512,1.0,262144
1884,LynxID2025,lynx,train,557,557,1.0,310249
1885,LynxID2025,lynx,train,721,721,1.0,519841
1886,LynxID2025,lynx,train,709,709,1.0,502681
1887,LynxID2025,lynx,train,1213,1213,1.0,1471369
1888,LynxID2025,lynx,train,1548,1548,1.0,2396304
1889,LynxID2025,lynx,train,1177,1177,1.0,1385329
1890,LynxID2025,lynx,train,413,413,1.0,170569
1891,LynxID2025,lynx,train,846,846,1.0,715716
1892,LynxID2025,lynx,test,1512,1512,1.0,2286144
1893,LynxID2025,lynx,train,1231,1231,1.0,1515361
1894,LynxID2025,lynx,test,378,378,1.0,142884
1895,LynxID2025,lynx,train,954,954,1.0,910116
1896,LynxID2025,lynx,train,755,755,1.0,570025
1897,LynxID2025,lynx,test,2681,2681,1.0,7187761
1898,LynxID2025,lynx,train,865,865,1.0,748225
1899,LynxID2025,lynx,test,1063,1063,1.0,1129969
1900,LynxID2025,lynx,train,403,403,1.0,162409
1901,LynxID2025,lynx,test,829,829,1.0,687241
1902,LynxID2025,lynx,train,673,673,1.0,452929
1903,LynxID2025,lynx,test,829,829,1.0,687241
1904,LynxID2025,lynx,train,709,709,1.0,502681
1905,LynxID2025,lynx,train,1421,1421,1.0,2019241
1906,LynxID2025,lynx,train,655,655,1.0,429025
1907,LynxID2025,lynx,train,469,469,1.0,219961
1908,LynxID2025,lynx,train,917,917,1.0,840889
1909,LynxID2025,lynx,train,612,612,1.0,374544
1910,LynxID2025,lynx,train,1105,1105,1.0,1221025
1911,LynxID2025,lynx,train,736,736,1.0,541696
1912,LynxID2025,lynx,train,935,935,1.0,874225
1913,LynxID2025,lynx,test,1530,1530,1.0,2340900
1914,LynxID2025,lynx,train,539,539,1.0,290521
1915,LynxID2025,lynx,train,611,611,1.0,373321
1916,LynxID2025,lynx,train,217,217,1.0,47089
1917,LynxID2025,lynx,test,1458,1458,1.0,2125764
1918,LynxID2025,lynx,train,595,595,1.0,354025
1919,LynxID2025,lynx,train,637,637,1.0,405769
1920,LynxID2025,lynx,train,1854,1854,1.0,3437316
1921,LynxID2025,lynx,test,775,775,1.0,600625
1922,LynxID2025,lynx,train,719,719,1.0,516961
1923,LynxID2025,lynx,test,1657,1657,1.0,2745649
1924,LynxID2025,lynx,train,908,908,1.0,824464
1925,LynxID2025,lynx,test,540,540,1.0,291600
1926,LynxID2025,lynx,train,503,503,1.0,253009
1927,LynxID2025,lynx,train,611,611,1.0,373321
1928,LynxID2025,lynx,train,901,901,1.0,811801
1929,LynxID2025,lynx,train,439,439,1.0,192721
1930,LynxID2025,lynx,test,737,737,1.0,543169
1931,LynxID2025,lynx,train,1080,1080,1.0,1166400
1932,LynxID2025,lynx,train,903,903,1.0,815409
1933,LynxID2025,lynx,train,1079,1079,1.0,1164241
1934,LynxID2025,lynx,train,865,865,1.0,748225
1935,LynxID2025,lynx,test,709,709,1.0,502681
1936,LynxID2025,lynx,test,737,737,1.0,543169
1937,LynxID2025,lynx,test,1134,1134,1.0,1285956
1938,LynxID2025,lynx,train,1180,1180,1.0,1392400
1939,LynxID2025,lynx,test,756,756,1.0,571536
1940,LynxID2025,lynx,train,705,705,1.0,497025
1941,LynxID2025,lynx,test,451,451,1.0,203401
1942,LynxID2025,lynx,train,611,611,1.0,373321
1943,LynxID2025,lynx,test,709,709,1.0,502681
1944,LynxID2025,lynx,train,738,738,1.0,544644
1945,LynxID2025,lynx,test,1079,1079,1.0,1164241
1946,LynxID2025,lynx,train,684,684,1.0,467856
1947,LynxID2025,lynx,train,572,572,1.0,327184
1948,LynxID2025,lynx,train,772,772,1.0,595984
1949,LynxID2025,lynx,train,539,539,1.0,290521
1950,LynxID2025,lynx,train,1027,1027,1.0,1054729
1951,LynxID2025,lynx,test,943,943,1.0,889249
1952,LynxID2025,lynx,train,791,791,1.0,625681
1953,LynxID2025,lynx,train,5173,5173,1.0,26759929
1954,LynxID2025,lynx,train,1349,1349,1.0,1819801
1955,LynxID2025,lynx,test,504,504,1.0,254016
1956,LynxID2025,lynx,train,745,745,1.0,555025
1957,LynxID2025,lynx,test,2122,2122,1.0,4502884
1958,LynxID2025,lynx,train,865,865,1.0,748225
1959,LynxID2025,lynx,train,1224,1224,1.0,1498176
1960,LynxID2025,lynx,train,604,604,1.0,364816
1961,LynxID2025,lynx,test,1513,1513,1.0,2289169
1962,LynxID2025,lynx,train,856,856,1.0,732736
1963,LynxID2025,lynx,train,611,611,1.0,373321
1964,LynxID2025,lynx,train,953,953,1.0,908209
1965,LynxID2025,lynx,test,937,937,1.0,877969
1966,LynxID2025,lynx,train,1909,1909,1.0,3644281
1967,LynxID2025,lynx,train,593,593,1.0,351649
1968,LynxID2025,lynx,train,1249,1249,1.0,1560001
1969,LynxID2025,lynx,test,2419,2419,1.0,5851561
1970,LynxID2025,lynx,train,2167,2167,1.0,4695889
1971,LynxID2025,lynx,test,1063,1063,1.0,1129969
1972,LynxID2025,lynx,train,1495,1495,1.0,2235025
1973,LynxID2025,lynx,train,979,979,1.0,958441
1974,LynxID2025,lynx,train,865,865,1.0,748225
1975,LynxID2025,lynx,test,162,162,1.0,26244
1976,LynxID2025,lynx,train,865,865,1.0,748225
1977,LynxID2025,lynx,train,1926,1926,1.0,3709476
1978,LynxID2025,lynx,train,980,980,1.0,960400
1979,LynxID2025,lynx,train,853,853,1.0,727609
1980,LynxID2025,lynx,train,685,685,1.0,469225
1981,LynxID2025,lynx,test,829,829,1.0,687241
1982,LynxID2025,lynx,train,703,703,1.0,494209
1983,LynxID2025,lynx,train,683,683,1.0,466489
1984,LynxID2025,lynx,train,845,845,1.0,714025
1985,LynxID2025,lynx,test,1854,1854,1.0,3437316
1986,LynxID2025,lynx,train,853,853,1.0,727609
1987,LynxID2025,lynx,train,1036,1036,1.0,1073296
1988,LynxID2025,lynx,train,691,691,1.0,477481
1989,LynxID2025,lynx,train,1440,1440,1.0,2073600
1990,LynxID2025,lynx,train,1763,1763,1.0,3108169
1991,LynxID2025,lynx,test,1800,1800,1.0,3240000
1992,LynxID2025,lynx,train,611,611,1.0,373321
1993,LynxID2025,lynx,train,755,755,1.0,570025
1994,LynxID2025,lynx,train,1998,1998,1.0,3992004
1995,LynxID2025,lynx,train,540,540,1.0,291600
1996,LynxID2025,lynx,train,547,547,1.0,299209
1997,LynxID2025,lynx,train,637,637,1.0,405769
1998,LynxID2025,lynx,train,1218,1218,1.0,1483524
1999,LynxID2025,lynx,train,919,919,1.0,844561
2000,LynxID2025,lynx,train,503,503,1.0,253009
2001,LynxID2025,lynx,train,523,523,1.0,273529
2002,LynxID2025,lynx,train,655,655,1.0,429025
2003,LynxID2025,lynx,train,739,739,1.0,546121
2004,LynxID2025,lynx,train,953,953,1.0,908209
2005,LynxID2025,lynx,test,791,791,1.0,625681
2006,LynxID2025,lynx,train,631,631,1.0,398161
2007,LynxID2025,lynx,test,1333,1333,1.0,1776889
2008,LynxID2025,lynx,test,683,683,1.0,466489
2009,LynxID2025,lynx,train,637,637,1.0,405769
2010,LynxID2025,lynx,train,552,552,1.0,304704
2011,LynxID2025,lynx,train,739,739,1.0,546121
2012,LynxID2025,lynx,train,342,342,1.0,116964
2013,LynxID2025,lynx,train,629,629,1.0,395641
2014,LynxID2025,lynx,test,4319,4319,1.0,18653761
2015,LynxID2025,lynx,train,925,925,1.0,855625
2016,LynxID2025,lynx,train,829,829,1.0,687241
2017,LynxID2025,lynx,train,450,450,1.0,202500
2018,LynxID2025,lynx,train,944,944,1.0,891136
2019,LynxID2025,lynx,train,901,901,1.0,811801
2020,LynxID2025,lynx,train,901,901,1.0,811801
2021,LynxID2025,lynx,train,1332,1332,1.0,1774224
2022,LynxID2025,lynx,train,775,775,1.0,600625
2023,LynxID2025,lynx,train,568,568,1.0,322624
2024,LynxID2025,lynx,train,2125,2125,1.0,4515625
2025,LynxID2025,lynx,train,1763,1763,1.0,3108169
2026,LynxID2025,lynx,train,889,889,1.0,790321
2027,LynxID2025,lynx,train,684,684,1.0,467856
2028,LynxID2025,lynx,train,568,568,1.0,322624
2029,LynxID2025,lynx,test,2341,2341,1.0,5480281
2030,LynxID2025,lynx,test,1495,1495,1.0,2235025
2031,LynxID2025,lynx,train,558,558,1.0,311364
2032,LynxID2025,lynx,train,2286,2286,1.0,5225796
2033,LynxID2025,lynx,train,1115,1115,1.0,1243225
2034,LynxID2025,lynx,train,3349,3349,1.0,11215801
2035,LynxID2025,lynx,test,951,951,1.0,904401
2036,LynxID2025,lynx,train,545,545,1.0,297025
2037,LynxID2025,lynx,test,703,703,1.0,494209
2038,LynxID2025,lynx,test,1405,1405,1.0,1974025
2039,LynxID2025,lynx,train,1043,1043,1.0,1087849
2040,LynxID2025,lynx,test,665,665,1.0,442225
2041,LynxID2025,lynx,train,484,484,1.0,234256
2042,LynxID2025,lynx,train,1087,1087,1.0,1181569
2043,LynxID2025,lynx,train,395,395,1.0,156025
2044,LynxID2025,lynx,test,649,649,1.0,421201
2045,LynxID2025,lynx,train,691,691,1.0,477481
2046,LynxID2025,lynx,train,709,709,1.0,502681
2047,LynxID2025,lynx,train,775,775,1.0,600625
2048,LynxID2025,lynx,train,853,853,1.0,727609
2049,LynxID2025,lynx,test,2916,2916,1.0,8503056
2050,LynxID2025,lynx,train,3347,3347,1.0,11202409
2051,LynxID2025,lynx,train,1180,1180,1.0,1392400
2052,LynxID2025,lynx,train,990,990,1.0,980100
2053,LynxID2025,lynx,train,593,593,1.0,351649
2054,LynxID2025,lynx,train,1999,1999,1.0,3996001
2055,LynxID2025,lynx,train,683,683,1.0,466489
2056,LynxID2025,lynx,train,521,521,1.0,271441
2057,LynxID2025,lynx,test,2215,2215,1.0,4906225
2058,LynxID2025,lynx,test,673,673,1.0,452929
2059,LynxID2025,lynx,train,900,900,1.0,810000
2060,LynxID2025,lynx,train,1285,1285,1.0,1651225
2061,LynxID2025,lynx,train,1314,1314,1.0,1726596
2062,LynxID2025,lynx,train,997,997,1.0,994009
2063,LynxID2025,lynx,train,786,786,1.0,617796
2064,LynxID2025,lynx,train,811,811,1.0,657721
2065,LynxID2025,lynx,train,792,792,1.0,627264
2066,LynxID2025,lynx,train,720,720,1.0,518400
2067,LynxID2025,lynx,train,829,829,1.0,687241
2068,LynxID2025,lynx,train,1135,1135,1.0,1288225
2069,LynxID2025,lynx,train,503,503,1.0,253009
2070,LynxID2025,lynx,train,973,973,1.0,946729
2071,LynxID2025,lynx,train,557,557,1.0,310249
2072,LynxID2025,lynx,train,460,460,1.0,211600
2073,LynxID2025,lynx,train,1061,1061,1.0,1125721
2074,LynxID2025,lynx,train,774,774,1.0,599076
2075,LynxID2025,lynx,train,810,810,1.0,656100
2076,LynxID2025,lynx,train,702,702,1.0,492804
2077,LynxID2025,lynx,train,1220,1220,1.0,1488400
2078,LynxID2025,lynx,test,745,745,1.0,555025
2079,LynxID2025,lynx,test,1009,1009,1.0,1018081
2080,LynxID2025,lynx,train,619,619,1.0,383161
2081,LynxID2025,lynx,test,721,721,1.0,519841
2082,LynxID2025,lynx,test,756,756,1.0,571536
2083,LynxID2025,lynx,train,594,594,1.0,352836
2084,LynxID2025,lynx,train,1213,1213,1.0,1471369
2085,LynxID2025,lynx,train,908,908,1.0,824464
2086,LynxID2025,lynx,test,1628,1628,1.0,2650384
2087,LynxID2025,lynx,train,601,601,1.0,361201
2088,LynxID2025,lynx,train,1459,1459,1.0,2128681
2089,LynxID2025,lynx,train,2683,2683,1.0,7198489
2090,LynxID2025,lynx,test,1656,1656,1.0,2742336
2091,LynxID2025,lynx,test,1097,1097,1.0,1203409
2092,LynxID2025,lynx,train,5795,5795,1.0,33582025
2093,LynxID2025,lynx,train,647,647,1.0,418609
2094,LynxID2025,lynx,train,395,395,1.0,156025
2095,LynxID2025,lynx,train,799,799,1.0,638401
2096,LynxID2025,lynx,train,673,673,1.0,452929
2097,LynxID2025,lynx,train,809,809,1.0,654481
2098,LynxID2025,lynx,train,611,611,1.0,373321
2099,LynxID2025,lynx,train,1012,1012,1.0,1024144
2100,LynxID2025,lynx,train,1351,1351,1.0,1825201
2101,LynxID2025,lynx,train,727,727,1.0,528529
2102,LynxID2025,lynx,train,594,594,1.0,352836
2103,LynxID2025,lynx,train,611,611,1.0,373321
2104,LynxID2025,lynx,train,1069,1069,1.0,1142761
2105,LynxID2025,lynx,test,2761,2761,1.0,7623121
2106,LynxID2025,lynx,test,1026,1026,1.0,1052676
2107,LynxID2025,lynx,test,1243,1243,1.0,1545049
2108,LynxID2025,lynx,train,655,655,1.0,429025
2109,LynxID2025,lynx,train,1405,1405,1.0,1974025
2110,LynxID2025,lynx,test,1519,1519,1.0,2307361
2111,LynxID2025,lynx,train,1105,1105,1.0,1221025
2112,LynxID2025,lynx,train,2879,2879,1.0,8288641
2113,LynxID2025,lynx,train,316,316,1.0,99856
2114,LynxID2025,lynx,train,1108,1108,1.0,1227664
2115,LynxID2025,lynx,train,619,619,1.0,383161
2116,LynxID2025,lynx,train,195,195,1.0,38025
2117,LynxID2025,lynx,test,1758,1758,1.0,3090564
2118,LynxID2025,lynx,test,1296,1296,1.0,1679616
2119,LynxID2025,lynx,test,737,737,1.0,543169
2120,LynxID2025,lynx,train,691,691,1.0,477481
2121,LynxID2025,lynx,train,1693,1693,1.0,2866249
2122,LynxID2025,lynx,train,882,882,1.0,777924
2123,LynxID2025,lynx,train,1243,1243,1.0,1545049
2124,LynxID2025,lynx,test,1675,1675,1.0,2805625
2125,LynxID2025,lynx,train,907,907,1.0,822649
2126,LynxID2025,lynx,train,745,745,1.0,555025
2127,LynxID2025,lynx,test,1855,1855,1.0,3441025
2128,LynxID2025,lynx,train,784,784,1.0,614656
2129,LynxID2025,lynx,test,1279,1279,1.0,1635841
2130,LynxID2025,lynx,train,1080,1080,1.0,1166400
2131,LynxID2025,lynx,train,1134,1134,1.0,1285956
2132,LynxID2025,lynx,train,728,728,1.0,529984
2133,LynxID2025,lynx,train,631,631,1.0,398161
2134,LynxID2025,lynx,train,1583,1583,1.0,2505889
2135,LynxID2025,lynx,train,575,575,1.0,330625
2136,LynxID2025,lynx,test,505,505,1.0,255025
2137,LynxID2025,lynx,test,521,521,1.0,271441
2138,LynxID2025,lynx,train,792,792,1.0,627264
2139,LynxID2025,lynx,train,883,883,1.0,779689
2140,LynxID2025,lynx,train,1321,1321,1.0,1745041
2141,LynxID2025,lynx,train,702,702,1.0,492804
2142,LynxID2025,lynx,train,666,666,1.0,443556
2143,LynxID2025,lynx,train,827,827,1.0,683929
2144,LynxID2025,lynx,test,4733,4733,1.0,22401289
2145,LynxID2025,lynx,train,1243,1243,1.0,1545049
2146,LynxID2025,lynx,test,1279,1279,1.0,1635841
2147,LynxID2025,lynx,train,629,629,1.0,395641
2148,LynxID2025,lynx,train,5677,5677,1.0,32228329
2149,LynxID2025,lynx,train,1098,1098,1.0,1205604
2150,LynxID2025,lynx,train,541,541,1.0,292681
2151,LynxID2025,lynx,test,792,792,1.0,627264
2152,LynxID2025,lynx,train,1225,1225,1.0,1500625
2153,LynxID2025,lynx,train,827,827,1.0,683929
2154,LynxID2025,lynx,train,737,737,1.0,543169
2155,LynxID2025,lynx,train,1488,1488,1.0,2214144
2156,LynxID2025,lynx,train,753,753,1.0,567009
2157,LynxID2025,lynx,train,593,593,1.0,351649
2158,LynxID2025,lynx,train,1205,1205,1.0,1452025
2159,LynxID2025,lynx,train,755,755,1.0,570025
2160,LynxID2025,lynx,train,1224,1224,1.0,1498176
2161,LynxID2025,lynx,test,450,450,1.0,202500
2162,LynxID2025,lynx,train,179,179,1.0,32041
2163,LynxID2025,lynx,train,1339,1339,1.0,1792921
2164,LynxID2025,lynx,test,1324,1324,1.0,1752976
2165,LynxID2025,lynx,train,1151,1151,1.0,1324801
2166,LynxID2025,lynx,test,1709,1709,1.0,2920681
2167,LynxID2025,lynx,train,1187,1187,1.0,1408969
2168,LynxID2025,lynx,train,900,900,1.0,810000
2169,LynxID2025,lynx,test,865,865,1.0,748225
2170,LynxID2025,lynx,test,784,784,1.0,614656
2171,LynxID2025,lynx,train,2251,2251,1.0,5067001
2172,LynxID2025,lynx,train,593,593,1.0,351649
2173,LynxID2025,lynx,train,1171,1171,1.0,1371241
2174,LynxID2025,lynx,test,1386,1386,1.0,1920996
2175,LynxID2025,lynx,train,810,810,1.0,656100
2176,LynxID2025,lynx,train,541,541,1.0,292681
2177,LynxID2025,lynx,train,829,829,1.0,687241
2178,LynxID2025,lynx,test,2015,2015,1.0,4060225
2179,LynxID2025,lynx,train,1081,1081,1.0,1168561
2180,LynxID2025,lynx,train,739,739,1.0,546121
2181,LynxID2025,lynx,train,558,558,1.0,311364
2182,LynxID2025,lynx,train,745,745,1.0,555025
2183,LynxID2025,lynx,train,619,619,1.0,383161
2184,LynxID2025,lynx,test,792,792,1.0,627264
2185,LynxID2025,lynx,train,450,450,1.0,202500
2186,LynxID2025,lynx,train,865,865,1.0,748225
2187,LynxID2025,lynx,train,432,432,1.0,186624
2188,LynxID2025,lynx,train,774,774,1.0,599076
2189,LynxID2025,lynx,train,613,613,1.0,375769
2190,LynxID2025,lynx,test,611,611,1.0,373321
2191,LynxID2025,lynx,train,665,665,1.0,442225
2192,LynxID2025,lynx,train,2196,2196,1.0,4822416
2193,LynxID2025,lynx,train,556,556,1.0,309136
2194,LynxID2025,lynx,train,647,647,1.0,418609
2195,LynxID2025,lynx,train,719,719,1.0,516961
2196,LynxID2025,lynx,test,2015,2015,1.0,4060225
2197,LynxID2025,lynx,train,703,703,1.0,494209
2198,LynxID2025,lynx,test,1603,1603,1.0,2569609
2199,LynxID2025,lynx,train,847,847,1.0,717409
2200,LynxID2025,lynx,test,1134,1134,1.0,1285956
2201,LynxID2025,lynx,train,4195,4195,1.0,17598025
2202,LynxID2025,lynx,train,529,529,1.0,279841
2203,LynxID2025,lynx,train,1441,1441,1.0,2076481
2204,LynxID2025,lynx,train,763,763,1.0,582169
2205,LynxID2025,lynx,test,865,865,1.0,748225
2206,LynxID2025,lynx,train,943,943,1.0,889249
2207,LynxID2025,lynx,test,1584,1584,1.0,2509056
2208,LynxID2025,lynx,test,955,955,1.0,912025
2209,LynxID2025,lynx,train,1465,1465,1.0,2146225
2210,LynxID2025,lynx,train,1152,1152,1.0,1327104
2211,LynxID2025,lynx,train,883,883,1.0,779689
2212,LynxID2025,lynx,train,1224,1224,1.0,1498176
2213,LynxID2025,lynx,train,2520,2520,1.0,6350400
2214,LynxID2025,lynx,train,757,757,1.0,573049
2215,LynxID2025,lynx,train,1818,1818,1.0,3305124
2216,LynxID2025,lynx,train,937,937,1.0,877969
2217,LynxID2025,lynx,train,781,781,1.0,609961
2218,LynxID2025,lynx,train,691,691,1.0,477481
2219,LynxID2025,lynx,test,4553,4553,1.0,20729809
2220,LynxID2025,lynx,test,972,972,1.0,944784
2221,LynxID2025,lynx,train,331,331,1.0,109561
2222,LynxID2025,lynx,test,2449,2449,1.0,5997601
2223,LynxID2025,lynx,train,1081,1081,1.0,1168561
2224,LynxID2025,lynx,train,1195,1195,1.0,1428025
2225,LynxID2025,lynx,train,1639,1639,1.0,2686321
2226,LynxID2025,lynx,test,800,800,1.0,640000
2227,LynxID2025,lynx,train,847,847,1.0,717409
2228,LynxID2025,lynx,test,2395,2395,1.0,5736025
2229,LynxID2025,lynx,train,739,739,1.0,546121
2230,LynxID2025,lynx,train,3571,3571,1.0,12752041
2231,LynxID2025,lynx,test,683,683,1.0,466489
2232,LynxID2025,lynx,test,698,698,1.0,487204
2233,LynxID2025,lynx,train,691,691,1.0,477481
2234,LynxID2025,lynx,train,990,990,1.0,980100
2235,LynxID2025,lynx,test,2215,2215,1.0,4906225
2236,LynxID2025,lynx,train,3024,3024,1.0,9144576
2237,LynxID2025,lynx,train,1897,1897,1.0,3598609
2238,LynxID2025,lynx,train,727,727,1.0,528529
2239,LynxID2025,lynx,train,846,846,1.0,715716
2240,LynxID2025,lynx,train,2053,2053,1.0,4214809
2241,LynxID2025,lynx,train,781,781,1.0,609961
2242,LynxID2025,lynx,train,485,485,1.0,235225
2243,LynxID2025,lynx,train,433,433,1.0,187489
2244,LynxID2025,lynx,train,835,835,1.0,697225
2245,LynxID2025,lynx,train,1313,1313,1.0,1723969
2246,LynxID2025,lynx,test,1188,1188,1.0,1411344
2247,LynxID2025,lynx,train,3391,3391,1.0,11498881
2248,LynxID2025,lynx,test,1470,1470,1.0,2160900
2249,LynxID2025,lynx,train,1997,1997,1.0,3988009
2250,LynxID2025,lynx,train,685,685,1.0,469225
2251,LynxID2025,lynx,train,1204,1204,1.0,1449616
2252,LynxID2025,lynx,train,775,775,1.0,600625
2253,LynxID2025,lynx,train,1087,1087,1.0,1181569
2254,LynxID2025,lynx,train,676,676,1.0,456976
2255,LynxID2025,lynx,train,611,611,1.0,373321
2256,LynxID2025,lynx,train,1368,1368,1.0,1871424
2257,LynxID2025,lynx,test,3211,3211,1.0,10310521
2258,LynxID2025,lynx,train,611,611,1.0,373321
2259,LynxID2025,lynx,train,568,568,1.0,322624
2260,LynxID2025,lynx,train,2107,2107,1.0,4439449
2261,LynxID2025,lynx,train,1727,1727,1.0,2982529
2262,LynxID2025,lynx,train,907,907,1.0,822649
2263,LynxID2025,lynx,train,1351,1351,1.0,1825201
2264,LynxID2025,lynx,train,1063,1063,1.0,1129969
2265,LynxID2025,lynx,test,2215,2215,1.0,4906225
2266,LynxID2025,lynx,train,486,486,1.0,236196
2267,LynxID2025,lynx,train,640,640,1.0,409600
2268,LynxID2025,lynx,test,820,820,1.0,672400
2269,LynxID2025,lynx,train,629,629,1.0,395641
2270,LynxID2025,lynx,train,1081,1081,1.0,1168561
2271,LynxID2025,lynx,train,511,511,1.0,261121
2272,LynxID2025,lynx,test,775,775,1.0,600625
2273,LynxID2025,lynx,train,739,739,1.0,546121
2274,LynxID2025,lynx,train,757,757,1.0,573049
2275,LynxID2025,lynx,train,2484,2484,1.0,6170256
2276,LynxID2025,lynx,train,1225,1225,1.0,1500625
2277,LynxID2025,lynx,train,529,529,1.0,279841
2278,LynxID2025,lynx,train,1405,1405,1.0,1974025
2279,LynxID2025,lynx,train,1079,1079,1.0,1164241
2280,LynxID2025,lynx,train,735,735,1.0,540225
2281,LynxID2025,lynx,train,647,647,1.0,418609
2282,LynxID2025,lynx,train,1295,1295,1.0,1677025
2283,LynxID2025,lynx,test,839,839,1.0,703921
2284,LynxID2025,lynx,train,1207,1207,1.0,1456849
2285,LynxID2025,lynx,train,901,901,1.0,811801
2286,LynxID2025,lynx,train,1315,1315,1.0,1729225
2287,LynxID2025,lynx,train,719,719,1.0,516961
2288,LynxID2025,lynx,train,1152,1152,1.0,1327104
2289,LynxID2025,lynx,train,828,828,1.0,685584
2290,LynxID2025,lynx,test,2629,2629,1.0,6911641
